iteration,current_score,best_score,tabu_list_size,best_mood_fit,best_smoothness,best_diversity,best_popularity,best_duration_fit
62,0.9323573600565151,0.9350013908422606,30,0.9516352470161763,0.9530432352941176,0.9966337278153476,0.6490000000000001,0.9944149999999994
63,0.9332774098900032,0.9350013908422606,30,0.9516352470161763,0.9530432352941176,0.9966337278153476,0.6490000000000001,0.9944149999999994
64,0.933334491626593,0.9350013908422606,30,0.9516352470161763,0.9530432352941176,0.9966337278153476,0.6490000000000001,0.9944149999999994
65,0.9329678632932598,0.9350013908422606,30,0.9516352470161763,0.9530432352941176,0.9966337278153476,0.6490000000000001,0.9944149999999994
66,0.93292025452262,0.9350013908422606,30,0.9516352470161763,0.9530432352941176,0.9966337278153476,0.6490000000000001,0.9944149999999994
67,0.9337037781910869,0.9350013908422606,30,0.9516352470161763,0.9530432352941176,0.9966337278153476,0.6490000000000001,0.9944149999999994
68,0.933973375043512,0.9350013908422606,30,0.9516352470161763,0.9530432352941176,0.9966337278153476,0.6490000000000001,0.9944149999999994
69,0.9333231821095594,0.9350013908422606,30,0.9516352470161763,0.9530432352941176,0.9966337278153476,0.6490000000000001,0.9944149999999994
70,0.9344799033329856,0.9350013908422606,30,0.9516352470161763,0.9530432352941176,0.9966337278153476,0.6490000000000001,0.9944149999999994
71,0.9330443301707106,0.9350013908422606,30,0.9516352470161763,0.9530432352941176,0.9966337278153476,0.6490000000000001,0.9944149999999994
72,0.9329217937491421,0.9350013908422606,30,0.9516352470161763,0.9530432352941176,0.9966337278153476,0.6490000000000001,0.9944149999999994
73,0.9337187765124676,0.9350013908422606,30,0.9516352470161763,0.9530432352941176,0.9966337278153476,0.6490000000000001,0.9944149999999994
74,0.9339181384269917,0.9350013908422606,30,0.9516352470161763,0.9530432352941176,0.9966337278153476,0.6490000000000001,0.9944149999999994
75,0.9350692478439162,0.9350692478439162,30,0.9507162218999999,0.9522881269349845,0.9936693588925177,0.6635000000000001,0.9916266666666662
76,0.9352211401011346,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
77,0.9343407273689364,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
78,0.9334419056052753,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
79,0.9321912300247801,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
80,0.9321626795761274,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
81,0.9311746164698322,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
82,0.9325962860518756,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
83,0.9337992437273142,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
84,0.9321300460879953,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
85,0.9321527809951159,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
86,0.9310511898829902,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
87,0.9302773361740099,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
88,0.9312253516029056,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
89,0.9318174547891802,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
90,0.9316990413206133,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
91,0.9326308233768569,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
92,0.9321925017914597,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
93,0.9326654849986378,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
94,0.9325913217033591,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
95,0.9327472079411169,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
96,0.935008902445761,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
97,0.9342890888957095,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
98,0.9334862852550948,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
99,0.9322670332169112,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
100,0.9324064375387725,0.9352211401011346,30,0.951806339547059,0.9524367027863776,0.9966337278153476,0.6515000000000001,0.9950299999999995
101,0.9385502190642783,0.9385502190642783,30,0.9535552456808825,0.9655452167182663,0.9966337278153476,0.6465000000000001,0.9944283333333331
102,0.939580067328841,0.939580067328841,30,0.9532262893735295,0.9671391486068114,0.9966337278153476,0.6485000000000001,0.9998933333333333
103,0.9395113381719783,0.939580067328841,30,0.9532262893735295,0.9671391486068114,0.9966337278153476,0.6485000000000001,0.9998933333333333
104,0.9399192025214016,0.9399192025214016,30,0.9519665975014707,0.9670185913312693,0.9966337278153476,0.6645000000000001,0.991995
105,0.9397167191854883,0.9399192025214016,30,0.9519665975014707,0.9670185913312693,0.9966337278153476,0.6645000000000001,0.991995
106,0.9386423048260674,0.9399192025214016,30,0.9519665975014707,0.9670185913312693,0.9966337278153476,0.6645000000000001,0.991995
107,0.9404343100402057,0.9404343100402057,30,0.9506852592661765,0.962249210526316,0.9999999999939914,0.6715000000000001,0.9998216666666668
108,0.9409046189204946,0.9409046189204946,30,0.9511437239720587,0.9642059287925697,0.9999999999939914,0.6755,0.9940283333333333
109,0.9404582516604326,0.9409046189204946,30,0.9511437239720587,0.9642059287925697,0.9999999999939914,0.6755,0.9940283333333333
110,0.9407935594143233,0.9409046189204946,30,0.9511437239720587,0.9642059287925697,0.9999999999939914,0.6755,0.9940283333333333
111,0.9398269629367783,0.9409046189204946,30,0.9511437239720587,0.9642059287925697,0.9999999999939914,0.6755,0.9940283333333333
112,0.939919241408201,0.9409046189204946,30,0.9511437239720587,0.9642059287925697,0.9999999999939914,0.6755,0.9940283333333333
113,0.9396118033824012,0.9409046189204946,30,0.9511437239720587,0.9642059287925697,0.9999999999939914,0.6755,0.9940283333333333
114,0.9402147791588382,0.9409046189204946,30,0.9511437239720587,0.9642059287925697,0.9999999999939914,0.6755,0.9940283333333333
115,0.9396556758577547,0.9409046189204946,30,0.9511437239720587,0.9642059287925697,0.9999999999939914,0.6755,0.9940283333333333
116,0.9417528722831933,0.9417528722831933,30,0.9502164410838235,0.9603758049535603,0.9999999999939914,0.6935,0.997331666666667
117,0.9399047539284758,0.9417528722831933,30,0.9502164410838235,0.9603758049535603,0.9999999999939914,0.6935,0.997331666666667
118,0.9407996207739053,0.9417528722831933,30,0.9502164410838235,0.9603758049535603,0.9999999999939914,0.6935,0.997331666666667
119,0.9395927044782307,0.9417528722831933,30,0.9502164410838235,0.9603758049535603,0.9999999999939914,0.6935,0.997331666666667
120,0.9406450567454263,0.9417528722831933,30,0.9502164410838235,0.9603758049535603,0.9999999999939914,0.6935,0.997331666666667
121,0.9423313863100219,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
122,0.9404250425484119,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
123,0.9400660108445033,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
124,0.9398100745938913,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
125,0.939562678569903,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
126,0.9384153995709351,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
127,0.9368680342622225,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
128,0.9367952416655092,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
129,0.9380576880586621,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
130,0.9369717089741292,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
131,0.9366029029627773,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
132,0.9388112125357906,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
133,0.9385992520363492,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
134,0.937787387098005,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
135,0.9399494608624586,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
136,0.9403738348128327,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
137,0.9414493390131552,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
138,0.941550274610385,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
139,0.9401022437522968,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
140,0.9390751034648445,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
141,0.9387154688028218,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
142,0.9394215095435396,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
143,0.9392458262842721,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
144,0.9402971882295765,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
145,0.9398183395185342,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
146,0.9401490670053764,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
147,0.9394374091802631,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
148,0.9392211765975875,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
149,0.9383618415911377,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
150,0.9391239701311079,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
151,0.9415375935968014,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
152,0.9404195581894285,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
153,0.9392812060093457,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
154,0.9388807478011416,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
155,0.9380865444987679,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
156,0.9388270339118585,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
157,0.9383115080991651,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
158,0.9383918556595494,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
159,0.9385504252080171,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
160,0.9389540970849523,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
161,0.9387462539102877,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
162,0.9384653988995563,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
163,0.937415621552711,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
164,0.9375940781247272,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
165,0.9376055870554978,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
166,0.9376711401341872,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
167,0.9377425973091055,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
168,0.9384953970730373,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
169,0.9391085942608559,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
170,0.9387920595066982,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
171,0.937904259250536,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
172,0.9396124179639003,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
173,0.9387883777936216,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
174,0.9377554755366557,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
175,0.9369937678722813,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
176,0.9353514178898291,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
177,0.9360702712105076,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
178,0.9379799636937378,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
179,0.9360754516289492,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
180,0.9368795925603218,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
181,0.9362585221121497,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
182,0.9359154002769111,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
183,0.9382460153661655,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
184,0.9392614551494471,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
185,0.938899149401517,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
186,0.938884436398421,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
187,0.9388022303290195,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
188,0.9382129215800458,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
189,0.9368672666732649,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
190,0.9383022917197403,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
191,0.9383470380535897,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
192,0.9380250686743722,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
193,0.9377614018916065,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
194,0.9360095448095632,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
195,0.9374868755922645,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
196,0.9367962983782938,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
197,0.9361791935495829,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
198,0.9361300535470031,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
199,0.9353532135315232,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
200,0.9347666080437036,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
201,0.9359078571613865,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
202,0.9355816648203528,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
203,0.9357630006444189,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
204,0.9360017156970108,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
205,0.9358455060688762,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
206,0.9382581662301792,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
207,0.9391453340462609,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
208,0.938275982499582,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
209,0.9372246343442672,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
210,0.9368318219018356,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
211,0.9375379057483211,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
212,0.9374211521229341,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
213,0.9370811838336397,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
214,0.9385164978300096,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
215,0.9382911591480309,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
216,0.9375394328846207,0.9423313863100219,30,0.9498351793632352,0.9620644736842106,0.9936693588925177,0.7075,0.9988908333333335
